Case_ID,Product,Folder,Language,Ground_Truth_Category,Primary_Category,Secondary_Categories,Abstained,Primary_Evidence_Strength,Dominant_Mechanism,Ranked_Categories,Top1_Prediction,Top2_Predictions,Top1_Correct,Top2_Correct,Mis_Status,Mis_Strength,Mis_Col_Anchor_Break_px,Mis_Residual_Disp_px,Mis_Direction_Coherence,Ov_Status,Ov_Strength,Ov_Total_Intersection_Area_px2,Ov_Max_Horizontal_Intrusion_px,Ov_Max_Vertical_Intrusion_px,Tr_Status,Tr_Strength,Tr_Verified_Ellipsis_Count,Tr_Max_Overflow_px,Tr_Container_Accommodated_Count,Un_Status,Un_Strength,Un_Genuine_Untrans_Strings,Un_Total_Latin_Words,Un_Tech_Brand_Tokens,HK_Status,HK_Strength,GT_is_Primary,GT_is_Secondary,GT_Evidence_Present,GT_Evidence_Strength,GT_Evidence_Absent,GT_Visually_Unsupported,Error_Bucket,Failure_Domain,Why_Another_Won,Competing_Evidence_Nature,Causal_Explanation
63,Civil3d,Civil3d-19,ESP,Truncation,Truncation,Misalignment,False,1.0,"Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow)",Truncation;Misalignment;Overlapping;Untranslation;Repeated hotkey,Truncation,Truncation;Misalignment,True,True,STRONG_EVIDENCE,0.617,97.0,48.5,-0.189,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,2,0,2,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Misalignment (strength: 0.746). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
64,Civil3d,Civil3d-20,PTB,Truncation,Truncation,Overlapping,False,0.4,"Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 0px overflow)",Misalignment;Overlapping;Truncation;Untranslation;Repeated hotkey,Truncation,Truncation;Overlapping,True,True,WEAK_EVIDENCE,0.041,2.0,12.04,0.002,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,WEAK_EVIDENCE,0.0,0,0,2,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 0.400) driven by Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 0px overflow). Coexisting secondary defect mechanisms preserved: Overlapping (strength: 0.350). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
65,Civil3d,Civil3d-21,ITA,Truncation,NO_STRONG_OBSERVABLE_DEFECT,,True,0.117,INSUFFICIENT_OBSERVABLE_PHYSICAL_EVIDENCE,Misalignment;Overlapping;Truncation;Untranslation;Repeated hotkey,NO_STRONG_OBSERVABLE_DEFECT,,False,False,WEAK_EVIDENCE,0.017,2.0,2.0,1.0,MODERATE_EVIDENCE,0.0,0,0,0,WEAK_EVIDENCE,0.0,0,0,0,WEAK_EVIDENCE,0.0,0,0,11,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,ABSTAINED_GT_PRESENT,EXTRACTION_LIMITATION (Sparse matching or low spatial contrast),No category exceeded the baseline layout noise threshold.,Sub-pixel layout noise,No single visual defect mechanism exhibited strong physical evidence (top candidate was Overlapping with strength 0.117). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR.
66,Civil3d,Civil3d-26,ITA,Truncation,Untranslation,,False,0.642,"Preserved User-Facing English Lexicon (1 untranslated strings, 2 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,False,False,WEAK_EVIDENCE,0.087,0.0,3.5,0.75,WEAK_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.2,1,2,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 0.642) driven by Preserved User-Facing English Lexicon (1 untranslated strings, 2 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
67,Civil3d,Civil3d-32,HUN,Truncation,Untranslation,Truncation,False,1.0,"Preserved User-Facing English Lexicon (5 untranslated strings, 14 Latin words)",Untranslation;Truncation;Misalignment;Overlapping;Repeated hotkey,Untranslation,Untranslation;Truncation,False,True,WEAK_EVIDENCE,0.025,4.0,4.0,1.0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,1.0,5,14,1,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Untranslation generated higher continuous specificity (1.0) than Truncation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (5 untranslated strings, 14 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
68,Inventor,Inventor-03,CHS,Truncation,Misalignment,Truncation;Overlapping,False,1.0,"Structural Column Grid Break (152.0px anchor break, 150.0px residual drift)",Misalignment;Overlapping;Truncation;Untranslation;Repeated hotkey,Misalignment,Misalignment;Truncation,False,True,MODERATE_EVIDENCE,0.946,152.0,150.0,-0.182,STRONG_EVIDENCE,0.737,1976,100,19,STRONG_EVIDENCE,0.6,1,0,0,WEAK_EVIDENCE,0.0,0,0,5,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (1.0) than Truncation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 1.000) driven by Structural Column Grid Break (152.0px anchor break, 150.0px residual drift). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.900), Overlapping (strength: 0.495). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
69,Inventor,Inventor-05,PLK,Truncation,Untranslation,,False,1.0,"Preserved User-Facing English Lexicon (3 untranslated strings, 3 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,False,False,WEAK_EVIDENCE,0.038,1.0,13.04,1.0,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.45,3,3,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (3 untranslated strings, 3 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
70,Inventor,Inventor-18,FRA,Truncation,Untranslation,Truncation,False,0.808,"Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Untranslation,Untranslation;Truncation,False,True,WEAK_EVIDENCE,0.008,1.0,2.0,0.0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.6,1,0,0,STRONG_EVIDENCE,0.3,2,2,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Untranslation generated higher continuous specificity (0.808) than Truncation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Untranslation (strength: 0.808) driven by Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
71,Inventor,Inventor-19,CSY,Truncation,Misalignment,Truncation;Overlapping,False,1.0,"Structural Column Grid Break (122.0px anchor break, 146.3px residual drift)",Overlapping;Truncation;Misalignment;Untranslation;Repeated hotkey,Misalignment,Misalignment;Truncation,False,True,STRONG_EVIDENCE,0.845,122.0,146.29,0.263,STRONG_EVIDENCE,1.0,8356,120,20,STRONG_EVIDENCE,1.0,5,0,5,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,1.0,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (1.0) than Truncation (1.0).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 1.000) driven by Structural Column Grid Break (122.0px anchor break, 146.3px residual drift). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 1.000), Overlapping (strength: 0.700). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
72,Inventor,Inventor-21,CSY,Truncation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,MODERATE_EVIDENCE,0.416,62.0,65.5,0.136,STRONG_EVIDENCE,0.349,912,48,19,STRONG_EVIDENCE,1.0,2,0,29,STRONG_EVIDENCE,0.6,4,4,4,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
73,Inventor,Inventor-32,DEU,Truncation,Truncation,,False,1.0,"Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 100px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation,True,True,NO_EVIDENCE,0.05,0.0,0.0,0.0,NO_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,0,100,0,MODERATE_EVIDENCE,0.15,1,1,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (0 verified ellipsis, 100px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
74,Inventor,Inventor-35,PLK,Truncation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 0px overflow)",Truncation;Untranslation;Misalignment;Overlapping;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,MODERATE_EVIDENCE,0.07,2.0,25.0,0.2,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,3,0,0,STRONG_EVIDENCE,1.0,47,62,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (3 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
75,Vault,Vault-01,CSY,Truncation,NO_STRONG_OBSERVABLE_DEFECT,,True,0.145,INSUFFICIENT_OBSERVABLE_PHYSICAL_EVIDENCE,Misalignment;Overlapping;Truncation;Untranslation;Repeated hotkey,NO_STRONG_OBSERVABLE_DEFECT,,False,False,WEAK_EVIDENCE,0.06,1.0,1.41,0.502,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,ABSTAINED_GT_PRESENT,EXTRACTION_LIMITATION (Sparse matching or low spatial contrast),No category exceeded the baseline layout noise threshold.,Sub-pixel layout noise,No single visual defect mechanism exhibited strong physical evidence (top candidate was Truncation with strength 0.145). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR.
76,Vault,Vault-02,FRA,Truncation,Truncation,Untranslation;Misalignment;Overlapping,False,1.0,"Text Boundary Clipping / Localized Ellipsis (7 verified ellipsis, 0px overflow)",Truncation;Overlapping;Misalignment;Untranslation;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,STRONG_EVIDENCE,0.623,86.0,92.09,-0.04,STRONG_EVIDENCE,0.723,3362,64,14,STRONG_EVIDENCE,1.0,7,0,0,STRONG_EVIDENCE,0.3,2,2,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (7 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 0.808), Misalignment (strength: 0.487), Overlapping (strength: 0.450). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
77,Vault,Vault-03,DEU,Truncation,Untranslation,Overlapping,False,1.0,"Preserved User-Facing English Lexicon (4 untranslated strings, 5 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation;Overlapping,False,False,MODERATE_EVIDENCE,0.286,0.0,105.04,-0.11,STRONG_EVIDENCE,0.014,30,2,15,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.65,4,5,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (4 untranslated strings, 5 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Overlapping (strength: 0.250). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
78,Vault,Vault-08,PLK,Truncation,Untranslation,,False,1.0,"Preserved User-Facing English Lexicon (8 untranslated strings, 8 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,False,False,MODERATE_EVIDENCE,0.19,2.0,82.3,-0.214,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,1.0,8,8,1,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (8 untranslated strings, 8 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
79,Vault,Vault-11,ESP,Truncation,Truncation,Untranslation;Overlapping;Misalignment,False,1.0,"Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow)",Overlapping;Truncation;Untranslation;Misalignment;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,STRONG_EVIDENCE,0.519,57.0,94.02,0.305,STRONG_EVIDENCE,1.0,8665,224,22,STRONG_EVIDENCE,1.0,2,0,13,STRONG_EVIDENCE,1.0,6,9,1,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (2 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000), Overlapping (strength: 0.700), Misalignment (strength: 0.658). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
80,Vault,Vault-17,ITA,Truncation,Untranslation,Misalignment;Overlapping,False,0.808,"Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words)",Overlapping;Misalignment;Untranslation;Truncation;Repeated hotkey,Untranslation,Untranslation;Misalignment,False,False,STRONG_EVIDENCE,0.467,64.0,64.0,0.578,STRONG_EVIDENCE,0.572,766,96,14,WEAK_EVIDENCE,0.0,0,0,14,STRONG_EVIDENCE,0.3,2,2,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 0.808) driven by Preserved User-Facing English Lexicon (2 untranslated strings, 2 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 2: Structural column grid break outranks downstream viewport edge clipping. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Misalignment (strength: 0.446), Overlapping (strength: 0.303). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
81,Vault,Vault-20,PLK,Truncation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 450px overflow)",Truncation;Overlapping;Untranslation;Misalignment;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,MODERATE_EVIDENCE,0.288,2.0,126.0,0.144,STRONG_EVIDENCE,0.834,1280,136,14,STRONG_EVIDENCE,1.0,1,450,0,STRONG_EVIDENCE,0.3,2,2,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 450px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 0.808). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
82,Vault,Vault-21,PTB,Truncation,Truncation,Untranslation,False,1.0,"Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 460px overflow)",Truncation;Overlapping;Untranslation;Misalignment;Repeated hotkey,Truncation,Truncation;Untranslation,True,True,STRONG_EVIDENCE,0.339,41.0,47.73,0.554,STRONG_EVIDENCE,0.906,880,160,14,STRONG_EVIDENCE,1.0,1,460,0,STRONG_EVIDENCE,0.6,4,4,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,1.0,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 1.000) driven by Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 460px overflow). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Untranslation (strength: 1.000). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
83,Vault,Vault-23,ESP,Truncation,Untranslation,Overlapping,False,0.767,"Preserved User-Facing English Lexicon (1 untranslated strings, 4 Latin words)",Overlapping;Untranslation;Misalignment;Truncation;Repeated hotkey,Untranslation,Untranslation;Overlapping,False,False,WEAK_EVIDENCE,0.018,0.0,3.0,1.0,STRONG_EVIDENCE,0.307,644,46,14,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.3,1,4,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 0.767) driven by Preserved User-Facing English Lexicon (1 untranslated strings, 4 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Overlapping (strength: 0.497). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
84,Vault,Vault-24,CHT,Truncation,Misalignment,Truncation;Overlapping,False,0.92,"Structural Column Grid Break (82.0px anchor break, 277.7px residual drift)",Overlapping;Misalignment;Truncation;Untranslation;Repeated hotkey,Misalignment,Misalignment;Truncation,False,True,STRONG_EVIDENCE,0.98,82.0,277.72,0.459,STRONG_EVIDENCE,1.0,213436,493,249,STRONG_EVIDENCE,0.6,1,0,4,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Misalignment generated higher continuous specificity (0.92) than Truncation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Misalignment (strength: 0.920) driven by Structural Column Grid Break (82.0px anchor break, 277.7px residual drift). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.900), Overlapping (strength: 0.700). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
85,Vault,Vault-26,FRA,Truncation,Untranslation,Truncation,False,1.0,"Preserved User-Facing English Lexicon (15 untranslated strings, 22 Latin words)",Untranslation;Truncation;Misalignment;Overlapping;Repeated hotkey,Untranslation,Untranslation;Truncation,False,True,STRONG_EVIDENCE,0.36,50.0,49.01,0.832,STRONG_EVIDENCE,0.253,108,48,2,STRONG_EVIDENCE,0.6,1,0,4,STRONG_EVIDENCE,1.0,15,22,0,VISUALLY_UNSUPPORTED,-1.0,False,True,True,0.6,False,False,WRONG_PRIMARY_GT_IN_SECONDARY,ARBITRATION_PROBLEM (Multi-defect precedence ranking),Untranslation generated higher continuous specificity (1.0) than Truncation (0.6).,Downstream consequence or compound coexisting defect,"Primary diagnosis is Untranslation (strength: 1.000) driven by Preserved User-Facing English Lexicon (15 untranslated strings, 22 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Coexisting secondary defect mechanisms preserved: Truncation (strength: 0.650). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
86,Vault,Vault-27,DEU,Truncation,Truncation,,False,0.9,"Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow)",Overlapping;Truncation;Misalignment;Untranslation;Repeated hotkey,Truncation,Truncation,True,True,WEAK_EVIDENCE,0.008,1.0,2.0,1.0,STRONG_EVIDENCE,0.717,224,138,1,STRONG_EVIDENCE,0.6,1,0,0,NO_EVIDENCE,0.0,0,0,0,VISUALLY_UNSUPPORTED,-1.0,True,False,True,0.6,False,False,CORRECT_PRIMARY,,,,"Primary diagnosis is Truncation (strength: 0.900) driven by Text Boundary Clipping / Localized Ellipsis (1 verified ellipsis, 0px overflow). Causal Precedence: Causal Rule 3: Verified localized ellipsis / rigid container overflow outranks incidental contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
87,Vault,Vault-29,ITA,Truncation,Untranslation,,False,0.829,"Preserved User-Facing English Lexicon (1 untranslated strings, 5 Latin words)",Untranslation;Misalignment;Overlapping;Truncation;Repeated hotkey,Untranslation,Untranslation,False,False,WEAK_EVIDENCE,0.008,0.0,4.0,1.0,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.0,0,0,0,STRONG_EVIDENCE,0.35,1,5,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Untranslation was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Untranslation (strength: 0.829) driven by Preserved User-Facing English Lexicon (1 untranslated strings, 5 Latin words). Causal Precedence: Causal Rule 1: Untranslated English text outranks downstream layout reflow/contact. Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
88,Vault,Vault-39,DEU,Truncation,Overlapping,Misalignment,False,1.0,"Geometric Boundary Collision (3560px² overlap area, 178.0px intrusion)",Overlapping;Misalignment;Untranslation;Truncation;Repeated hotkey,Overlapping,Overlapping;Misalignment,False,False,STRONG_EVIDENCE,0.406,69.0,34.5,0.333,STRONG_EVIDENCE,1.0,3560,178,20,MODERATE_EVIDENCE,0.0,0,0,0,MODERATE_EVIDENCE,0.15,1,1,0,VISUALLY_UNSUPPORTED,-1.0,False,False,True,0.0,False,False,OTHER,EXTRACTION_PROBLEM (Element matching or boundary fit failed to capture GT),Ground Truth Truncation was completely absent from detected physical streams; Overlapping was the only active signal.,Independent visual defect or false positive,"Primary diagnosis is Overlapping (strength: 1.000) driven by Geometric Boundary Collision (3560px² overlap area, 178.0px intrusion). Causal Precedence: Causal Rule 2: Structural column grid break outranks downstream viewport edge clipping. Causal Rule 3: Positive inter-sibling intrusion outranks internal boundary clipping. Coexisting secondary defect mechanisms preserved: Misalignment (strength: 0.782). Repeated hotkey remains VISUALLY_UNSUPPORTED via plain OCR."
